"","date","lib","prix"
"340300",2015-01-15,"BIAT",79
"340305",2015-01-21,"BIAT",79
"340307",2015-01-22,"BIAT",79
"340484",2015-10-06,"BIAT",79
"340494",2015-10-21,"BIAT",79
"340503",2015-11-02,"BIAT",79
"340505",2015-11-03,"BIAT",79
"340547",2011-09-27,"BIAT",79
"340548",2011-09-30,"BIAT",79
"340555",2010-06-15,"BIAT",79
"340556",2010-06-21,"BIAT",79
"340557",2010-06-22,"BIAT",79
"340558",2010-06-29,"BIAT",79
"340559",2010-07-01,"BIAT",79
"340561",2010-07-08,"BIAT",79.03
"340565",2016-02-02,"BIAT",79.1
"340566",2010-05-19,"BIAT",79.15
"340571",2010-07-06,"BIAT",79.2
"340573",2010-07-05,"BIAT",79.21
"340574",2010-06-24,"BIAT",79.29
"340575",2015-10-20,"BIAT",79.3
"340576",2010-05-31,"BIAT",79.3
"340583",2010-07-09,"BIAT",79.35
"340584",2010-07-07,"BIAT",79.4
"340585",2010-06-01,"BIAT",79.41
"340588",2015-01-16,"BIAT",79.48
"340590",2015-01-06,"BIAT",79.49
"340593",2015-10-07,"BIAT",79.5
"340594",2015-10-08,"BIAT",79.5
"340595",2015-10-27,"BIAT",79.5
"340596",2015-10-28,"BIAT",79.5
"340597",2015-10-29,"BIAT",79.5
"340599",2010-05-28,"BIAT",79.5
"340600",2010-05-27,"BIAT",79.51
"340601",2010-07-12,"BIAT",79.51
"340606",2015-10-19,"BIAT",79.6
"340607",2010-06-02,"BIAT",79.6
"340614",2015-01-07,"BIAT",79.7
"340617",2010-05-26,"BIAT",79.73
"340620",2015-01-05,"BIAT",79.79
"340622",2015-01-23,"BIAT",79.8
"340623",2015-09-23,"BIAT",79.8
"340624",2015-10-13,"BIAT",79.8
"340626",2015-10-09,"BIAT",79.81
"340627",2015-10-12,"BIAT",79.83
"340633",2015-01-26,"BIAT",79.9
"340634",2015-01-27,"BIAT",79.9
"340635",2016-02-08,"BIAT",79.9
"340641",2015-10-05,"BIAT",79.99
"340674",2015-09-08,"BIAT",80
"340675",2015-09-09,"BIAT",80
"340676",2015-09-10,"BIAT",80
"340677",2015-09-11,"BIAT",80
"340678",2015-09-15,"BIAT",80
"340679",2015-09-16,"BIAT",80
"340680",2015-09-17,"BIAT",80
"340681",2015-09-18,"BIAT",80
"340682",2015-09-21,"BIAT",80
"340683",2015-09-22,"BIAT",80
"340684",2015-09-28,"BIAT",80
"340685",2015-10-02,"BIAT",80
"340686",2015-10-16,"BIAT",80
"340690",2011-09-28,"BIAT",80
"340691",2011-09-29,"BIAT",80
"340692",2016-02-09,"BIAT",80
"340693",2016-02-11,"BIAT",80
"340694",2016-02-15,"BIAT",80
"340695",2016-02-16,"BIAT",80
"340696",2016-02-17,"BIAT",80
"340697",2016-02-24,"BIAT",80
"340698",2016-02-26,"BIAT",80
"340706",2010-06-03,"BIAT",80
"340707",2010-06-04,"BIAT",80
"340708",2010-06-08,"BIAT",80
"340711",2015-09-14,"BIAT",80.01
"340712",2015-09-30,"BIAT",80.01
"340713",2016-02-23,"BIAT",80.01
"340714",2010-06-07,"BIAT",80.01
"340717",2016-02-19,"BIAT",80.02
"340718",2016-02-25,"BIAT",80.02
"340719",2010-06-09,"BIAT",80.03
"340720",2016-02-22,"BIAT",80.05
"340731",2015-01-28,"BIAT",80.1
"340732",2010-06-10,"BIAT",80.1
"340733",2010-06-11,"BIAT",80.1
"340734",2010-05-20,"BIAT",80.15
"340735",2015-09-07,"BIAT",80.2
"340737",2015-09-02,"BIAT",80.25
"340744",2015-09-03,"BIAT",80.49
"340748",2015-08-27,"BIAT",80.5
"340749",2015-09-01,"BIAT",80.5
"340750",2015-09-04,"BIAT",80.5
"340751",2016-02-29,"BIAT",80.5
"340755",2015-05-07,"BIAT",80.6
"340761",2015-07-27,"BIAT",80.8
"340764",2015-08-24,"BIAT",80.9
"340765",2016-02-18,"BIAT",80.9
"340766",2010-05-21,"BIAT",80.9
"340767",2015-08-28,"BIAT",80.99
"340768",2015-08-31,"BIAT",80.99
"340769",2016-02-10,"BIAT",80.99
"340782",2015-06-15,"BIAT",81
"340783",2015-07-15,"BIAT",81
"340784",2015-07-22,"BIAT",81
"340785",2015-07-23,"BIAT",81
"340786",2015-07-29,"BIAT",81
"340787",2015-08-18,"BIAT",81
"340788",2015-08-19,"BIAT",81
"340789",2015-08-21,"BIAT",81
"340790",2015-08-25,"BIAT",81
"340791",2015-08-26,"BIAT",81
"340792",2015-09-29,"BIAT",81
"340793",2015-10-01,"BIAT",81
"340795",2010-05-18,"BIAT",81
"340796",2010-05-25,"BIAT",81
"340797",2015-07-02,"BIAT",81.01
"340798",2015-07-09,"BIAT",81.01
"340808",2015-08-17,"BIAT",81.05
"340810",2015-07-06,"BIAT",81.09
"340811",2015-07-03,"BIAT",81.1
"340812",2015-05-25,"BIAT",81.12
"340814",2015-06-29,"BIAT",81.2
"340815",2015-06-30,"BIAT",81.2
"340816",2015-07-01,"BIAT",81.2
"340817",2015-07-07,"BIAT",81.2
"340818",2015-07-08,"BIAT",81.2
"340820",2010-05-24,"BIAT",81.25
"340822",2015-08-20,"BIAT",81.39
"340823",2015-08-14,"BIAT",81.4
"340824",2016-02-03,"BIAT",81.4
"340825",2016-02-04,"BIAT",81.4
"340826",2015-07-31,"BIAT",81.45
"340829",2015-08-12,"BIAT",81.49
"340838",2015-01-29,"BIAT",81.5
"340839",2015-03-25,"BIAT",81.5
"340840",2015-03-26,"BIAT",81.5
"340841",2015-03-27,"BIAT",81.5
"340842",2015-03-30,"BIAT",81.5
"340843",2015-03-31,"BIAT",81.5
"340844",2015-04-01,"BIAT",81.5
"340845",2015-04-02,"BIAT",81.5
"340846",2015-07-30,"BIAT",81.5
"340847",2015-08-03,"BIAT",81.5
"340848",2015-08-11,"BIAT",81.5
"340849",2016-02-05,"BIAT",81.5
"340850",2016-03-01,"BIAT",81.5
"340852",2015-08-07,"BIAT",81.51
"340853",2015-08-10,"BIAT",81.51
"340857",2015-07-28,"BIAT",81.7
"340858",2010-07-13,"BIAT",81.7
"340859",2015-06-19,"BIAT",81.8
"340860",2015-06-22,"BIAT",81.8
"340861",2015-06-23,"BIAT",81.8
"340862",2015-06-24,"BIAT",81.81
"340865",2015-07-24,"BIAT",81.89
"340866",2015-07-21,"BIAT",81.9
"340869",2015-04-17,"BIAT",81.98
"340876",2016-03-04,"BIAT",81.99
"340902",2015-04-03,"BIAT",82
"340903",2015-04-13,"BIAT",82
"340904",2015-04-15,"BIAT",82
"340905",2015-04-16,"BIAT",82
"340906",2015-04-20,"BIAT",82
"340907",2015-04-21,"BIAT",82
"340908",2015-04-22,"BIAT",82
"340909",2015-05-26,"BIAT",82
"340910",2015-06-16,"BIAT",82
"340911",2015-06-17,"BIAT",82
"340912",2015-06-18,"BIAT",82
"340913",2015-06-26,"BIAT",82
"340914",2016-03-02,"BIAT",82
"340915",2016-03-03,"BIAT",82
"340916",2016-03-07,"BIAT",82
"340917",2016-07-20,"BIAT",82
"340918",2016-07-21,"BIAT",82
"340926",2015-04-14,"BIAT",82.02
"340930",2015-04-24,"BIAT",82.1
"340931",2015-06-25,"BIAT",82.1
"340934",2015-04-23,"BIAT",82.15
"340937",2015-04-06,"BIAT",82.2
"340939",2015-02-23,"BIAT",82.21
"340945",2015-04-27,"BIAT",82.4
"340946",2015-04-28,"BIAT",82.4
"340964",2015-05-11,"BIAT",82.5
"340975",2015-03-24,"BIAT",82.79
"340976",2015-03-23,"BIAT",82.8
"340977",2015-07-16,"BIAT",82.8
"340979",2015-02-20,"BIAT",82.9
"340980",2015-07-20,"BIAT",82.9
"340981",2015-07-14,"BIAT",82.98
"340984",2015-02-06,"BIAT",83
"340985",2015-02-19,"BIAT",83
"340986",2015-03-06,"BIAT",83
"340987",2015-03-09,"BIAT",83
"340988",2015-03-10,"BIAT",83
"340989",2015-03-13,"BIAT",83
"340990",2015-03-16,"BIAT",83
"340991",2015-03-18,"BIAT",83
"340992",2015-03-19,"BIAT",83
"340993",2015-04-10,"BIAT",83
"340994",2015-04-29,"BIAT",83
"340995",2015-04-30,"BIAT",83
"340996",2015-05-04,"BIAT",83
"340997",2015-05-05,"BIAT",83
"340998",2015-05-06,"BIAT",83
"340999",2015-05-08,"BIAT",83
"341000",2015-05-22,"BIAT",83
"341001",2015-05-27,"BIAT",83
"341002",2015-05-28,"BIAT",83
"341003",2015-07-10,"BIAT",83
"341004",2016-06-30,"BIAT",83
"341005",2016-08-01,"BIAT",83
"341007",2015-05-14,"BIAT",83.02
"341008",2015-06-01,"BIAT",83.04
"341009",2015-05-20,"BIAT",83.1
"341010",2015-05-21,"BIAT",83.1
"341011",2015-03-11,"BIAT",83.2
"341014",2015-08-05,"BIAT",83.25
"341015",2015-08-06,"BIAT",83.25
"341016",2015-06-04,"BIAT",83.26
"341017",2015-07-13,"BIAT",83.3
"341018",2015-04-08,"BIAT",83.4
"341019",2015-05-12,"BIAT",83.4
"341020",2015-08-04,"BIAT",83.4
"341021",2016-07-15,"BIAT",83.4
"341023",2015-02-24,"BIAT",83.5
"341024",2015-02-25,"BIAT",83.5
"341025",2015-03-12,"BIAT",83.5
"341026",2015-03-17,"BIAT",83.5
"341027",2016-07-08,"BIAT",83.5
"341028",2016-07-18,"BIAT",83.5
"341029",2016-07-19,"BIAT",83.5
"341030",2016-07-27,"BIAT",83.5
"341031",2016-07-28,"BIAT",83.5
"341032",2016-07-29,"BIAT",83.5
"341033",2016-08-02,"BIAT",83.5
"341034",2016-08-16,"BIAT",83.5
"341039",2015-05-29,"BIAT",83.6
"341040",2015-05-15,"BIAT",83.79
"341041",2016-06-15,"BIAT",83.8
"341048",2015-04-07,"BIAT",83.9
"341049",2015-06-11,"BIAT",83.9
"341050",2015-06-12,"BIAT",83.9
"341051",2016-03-08,"BIAT",83.9
"341052",2015-03-05,"BIAT",83.93
"341056",2015-01-30,"BIAT",83.94
"341057",2016-07-26,"BIAT",83.95
"341060",2015-03-04,"BIAT",83.97
"341061",2015-05-19,"BIAT",83.98
"341062",2016-08-04,"BIAT",83.98
"341064",2015-02-18,"BIAT",83.99
"341065",2016-08-03,"BIAT",83.99
"341085",2015-02-26,"BIAT",84
"341086",2015-03-03,"BIAT",84
"341087",2015-05-18,"BIAT",84
"341088",2015-06-10,"BIAT",84
"341090",2016-07-11,"BIAT",84
"341091",2016-07-12,"BIAT",84
"341092",2016-07-13,"BIAT",84
"341093",2016-07-14,"BIAT",84
"341094",2016-07-22,"BIAT",84
"341095",2016-08-05,"BIAT",84
"341101",2016-08-08,"BIAT",84.01
"341102",2016-08-09,"BIAT",84.01
"341104",2016-06-16,"BIAT",84.05
"341105",2016-06-17,"BIAT",84.05
"341106",2016-06-22,"BIAT",84.05
"341107",2016-08-10,"BIAT",84.05
"341108",2016-06-21,"BIAT",84.07
"341117",2015-03-02,"BIAT",84.2
"341118",2016-06-20,"BIAT",84.2
"341119",2016-07-01,"BIAT",84.2
"341120",2016-07-04,"BIAT",84.2
"341121",2015-02-27,"BIAT",84.21
"341122",2016-06-29,"BIAT",84.25
"341123",2015-05-13,"BIAT",84.3
"341124",2016-06-24,"BIAT",84.3
"341125",2015-02-09,"BIAT",84.4
"341132",2016-08-11,"BIAT",84.51
"341133",2016-08-12,"BIAT",84.51
"341134",2016-08-18,"BIAT",84.51
"341135",2015-02-12,"BIAT",84.6
"341136",2015-02-13,"BIAT",84.6
"341137",2016-08-19,"BIAT",84.75
"341138",2015-06-09,"BIAT",84.78
"341139",2015-06-08,"BIAT",84.79
"341154",2015-02-05,"BIAT",84.9
"341155",2015-02-16,"BIAT",84.9
"341156",2015-02-17,"BIAT",84.9
"341157",2015-06-05,"BIAT",84.9
"341159",2016-04-29,"BIAT",84.9
"341160",2016-06-23,"BIAT",84.9
"341161",2016-06-27,"BIAT",84.9
"341162",2016-06-28,"BIAT",84.9
"341171",2015-06-03,"BIAT",84.97
"341173",2015-06-02,"BIAT",84.98
"341176",2015-02-02,"BIAT",84.99
"341195",2015-02-03,"BIAT",85
"341196",2015-02-04,"BIAT",85
"341197",2015-02-11,"BIAT",85
"341198",2016-03-09,"BIAT",85
"341199",2016-03-10,"BIAT",85
"341200",2016-04-27,"BIAT",85
"341201",2016-04-28,"BIAT",85
"341202",2016-05-02,"BIAT",85
"341203",2016-05-03,"BIAT",85
"341204",2016-05-04,"BIAT",85
"341207",2016-04-22,"BIAT",85.01
"341208",2016-05-05,"BIAT",85.01
"341215",2016-08-15,"BIAT",85.2
"341219",2015-02-10,"BIAT",85.4
"341220",2016-04-25,"BIAT",85.5
"341221",2016-04-26,"BIAT",85.54
"341225",2016-03-16,"BIAT",85.61
"341228",2016-04-20,"BIAT",85.7
"341255",2016-08-17,"BIAT",86
"341271",2016-04-19,"BIAT",86.5
"341272",2016-04-21,"BIAT",86.5
"341273",2016-05-19,"BIAT",86.5
"341274",2016-08-23,"BIAT",86.5
"341276",2016-08-24,"BIAT",86.51
"341280",2016-03-30,"BIAT",86.59
"341284",2016-03-31,"BIAT",86.62
"341286",2016-08-25,"BIAT",86.71
"341290",2016-08-22,"BIAT",86.8
"341295",2016-04-18,"BIAT",86.99
"341315",2016-03-11,"BIAT",87
"341316",2016-03-15,"BIAT",87
"341317",2016-03-17,"BIAT",87
"341318",2016-03-18,"BIAT",87
"341319",2016-04-13,"BIAT",87
"341320",2016-04-14,"BIAT",87
"341321",2016-04-15,"BIAT",87
"341322",2016-05-20,"BIAT",87
"341325",2016-04-11,"BIAT",87.05
"341326",2016-04-12,"BIAT",87.06
"341331",2016-08-31,"BIAT",87.15
"341332",2016-06-14,"BIAT",87.2
"341346",2016-03-14,"BIAT",87.3
"341349",2016-06-08,"BIAT",87.4
"341365",2016-06-02,"BIAT",87.5
"341369",2016-09-01,"BIAT",87.51
"341374",2016-05-06,"BIAT",87.63
"341376",2016-05-11,"BIAT",87.7
"341377",2016-05-12,"BIAT",87.7
"341379",2016-05-27,"BIAT",87.99
"341380",2016-12-19,"BIAT",87.99
"341381",2016-12-20,"BIAT",87.99
"341382",2016-12-28,"BIAT",87.99
"341402",2017-01-02,"BIAT",88
"341403",2016-04-07,"BIAT",88
"341404",2016-04-08,"BIAT",88
"341405",2016-05-10,"BIAT",88
"341406",2016-05-17,"BIAT",88
"341407",2016-05-18,"BIAT",88
"341408",2016-05-23,"BIAT",88
"341409",2016-05-31,"BIAT",88
"341410",2016-09-02,"BIAT",88
"341411",2016-09-05,"BIAT",88
"341412",2016-12-02,"BIAT",88
"341413",2016-12-16,"BIAT",88
"341414",2016-12-21,"BIAT",88
"341415",2016-12-23,"BIAT",88
"341416",2016-12-26,"BIAT",88
"341417",2016-12-27,"BIAT",88
"341421",2016-06-01,"BIAT",88.02
"341422",2016-09-22,"BIAT",88.02
"341423",2016-09-23,"BIAT",88.03
"341424",2016-10-19,"BIAT",88.03
"341430",2016-10-17,"BIAT",88.1
"341435",2016-05-30,"BIAT",88.11
"341436",2016-10-20,"BIAT",88.11
"341437",2016-06-03,"BIAT",88.19
"341438",2016-06-07,"BIAT",88.19
"341442",2016-10-11,"BIAT",88.2
"341443",2016-10-18,"BIAT",88.2
"341444",2016-12-15,"BIAT",88.2
"341445",2016-12-29,"BIAT",88.2
"341449",2016-10-21,"BIAT",88.3
"341452",2016-06-06,"BIAT",88.35
"341453",2016-06-13,"BIAT",88.35
"341454",2016-06-10,"BIAT",88.4
"341455",2016-09-21,"BIAT",88.4
"341457",2016-05-16,"BIAT",88.5
"341458",2016-06-09,"BIAT",88.5
"341459",2016-09-07,"BIAT",88.5
"341460",2016-09-20,"BIAT",88.5
"341461",2016-10-04,"BIAT",88.5
"341462",2016-10-27,"BIAT",88.5
"341463",2016-12-01,"BIAT",88.5
"341466",2016-11-02,"BIAT",88.51
"341467",2016-09-30,"BIAT",88.6
"341468",2016-10-05,"BIAT",88.6
"341469",2016-12-09,"BIAT",88.6
"341472",2016-09-06,"BIAT",88.79
"341473",2016-08-30,"BIAT",88.8
"341474",2016-09-29,"BIAT",88.8
"341475",2016-12-05,"BIAT",88.8
"341478",2016-05-13,"BIAT",88.9
"341479",2016-05-24,"BIAT",88.9
"341480",2016-11-03,"BIAT",88.96
"341481",2016-11-04,"BIAT",88.96
"341482",2016-12-14,"BIAT",88.98
"341484",2016-04-04,"BIAT",88.99
"341485",2016-10-14,"BIAT",88.99
"341497",2017-01-03,"BIAT",89
"341502",2016-04-06,"BIAT",89
"341503",2016-08-26,"BIAT",89
"341504",2016-09-08,"BIAT",89
"341505",2016-09-09,"BIAT",89
"341506",2016-09-14,"BIAT",89
"341507",2016-09-27,"BIAT",89
"341508",2016-09-28,"BIAT",89
"341509",2016-10-06,"BIAT",89
"341510",2016-10-13,"BIAT",89
"341511",2016-10-28,"BIAT",89
"341512",2016-11-01,"BIAT",89
"341513",2016-11-07,"BIAT",89
"341514",2016-11-08,"BIAT",89
"341515",2016-12-08,"BIAT",89
"341516",2016-12-13,"BIAT",89
"341517",2016-12-22,"BIAT",89
"341521",2016-10-07,"BIAT",89.01
"341523",2016-09-15,"BIAT",89.1
"341524",2016-10-31,"BIAT",89.18
"341525",2016-10-12,"BIAT",89.19
"341526",2016-11-09,"BIAT",89.19
"341527",2016-10-24,"BIAT",89.2
"341528",2016-04-01,"BIAT",89.21
"341531",2016-03-29,"BIAT",89.25
"341535",2016-10-25,"BIAT",89.29
"341547",2016-09-26,"BIAT",89.4
"341549",2016-09-16,"BIAT",89.49
"341550",2016-10-10,"BIAT",89.49
"341552",2016-04-05,"BIAT",89.5
"341553",2016-09-19,"BIAT",89.5
"341554",2016-11-30,"BIAT",89.5
"341590",2016-12-30,"BIAT",89.75
"341591",2016-05-09,"BIAT",89.79
"341598",2016-05-26,"BIAT",89.8
"341599",2016-08-29,"BIAT",89.8
"341600",2016-11-22,"BIAT",89.8
"341601",2016-12-07,"BIAT",89.8
"341609",2016-11-14,"BIAT",89.9
"341610",2016-12-06,"BIAT",89.9
"341615",2017-01-04,"BIAT",89.98
"341616",2016-05-25,"BIAT",89.98
"341624",2016-11-23,"BIAT",89.99
"341636",2017-01-19,"BIAT",90
"341637",2017-01-31,"BIAT",90
"341638",2017-02-01,"BIAT",90
"341639",2017-02-02,"BIAT",90
"341640",2017-02-03,"BIAT",90
"341641",2017-02-06,"BIAT",90
"341642",2017-02-07,"BIAT",90
"341643",2017-02-08,"BIAT",90
"341644",2017-02-09,"BIAT",90
"341646",2016-11-11,"BIAT",90
"341647",2016-11-16,"BIAT",90
"341648",2016-11-17,"BIAT",90
"341649",2016-11-18,"BIAT",90
"341650",2016-11-21,"BIAT",90
"341651",2016-11-24,"BIAT",90
"341652",2016-11-25,"BIAT",90
"341653",2016-11-28,"BIAT",90
"341654",2016-11-29,"BIAT",90
"341670",2017-01-26,"BIAT",90.02
"341674",2017-02-17,"BIAT",90.1
"341681",2017-03-10,"BIAT",90.2
"341741",2017-02-16,"BIAT",90.3
"341748",2017-02-15,"BIAT",90.5
"341749",2016-11-15,"BIAT",90.5
"341754",2017-02-14,"BIAT",90.52
"341835",2017-01-06,"BIAT",90.8
"341838",2017-01-17,"BIAT",90.84
"341841",2017-01-16,"BIAT",90.85
"341846",2017-01-13,"BIAT",90.88
"341848",2017-01-12,"BIAT",90.89
"341849",2017-01-05,"BIAT",90.9
"341850",2016-11-10,"BIAT",90.9
"341852",2016-03-21,"BIAT",90.91
"341928",2017-02-10,"BIAT",91
"341929",2017-02-20,"BIAT",91
"341930",2017-02-21,"BIAT",91
"341931",2017-03-13,"BIAT",91
"341946",2017-01-09,"BIAT",91.01
"341949",2017-03-06,"BIAT",91.04
"341954",2017-03-07,"BIAT",91.1
"342022",2017-01-25,"BIAT",91.21
"342038",2017-01-10,"BIAT",91.4
"342083",2017-01-27,"BIAT",91.5
"342084",2017-01-30,"BIAT",91.5
"342085",2017-02-13,"BIAT",91.5
"342086",2017-02-22,"BIAT",91.5
"342087",2017-02-23,"BIAT",91.5
"342088",2017-02-24,"BIAT",91.5
"342089",2016-03-25,"BIAT",91.5
"342107",2017-01-23,"BIAT",91.7
"342115",2017-01-24,"BIAT",91.79
"342116",2017-03-01,"BIAT",91.8
"342118",2017-03-03,"BIAT",91.81
"342119",2017-03-02,"BIAT",91.82
"342120",2017-01-11,"BIAT",91.89
"342121",2016-03-24,"BIAT",91.89
"342122",2017-03-09,"BIAT",91.9
"342123",2016-03-28,"BIAT",91.9
"342127",2017-02-28,"BIAT",91.95
"342132",2017-01-18,"BIAT",92
"342133",2017-02-27,"BIAT",92
"342134",2017-03-08,"BIAT",92
"342136",2016-03-22,"BIAT",92
"342137",2016-03-23,"BIAT",92
"342185",2017-01-20,"BIAT",92.39
"342209",2017-03-15,"BIAT",92.51
"342211",2017-04-25,"BIAT",92.52
"342212",2017-04-24,"BIAT",92.53
"342221",2017-04-21,"BIAT",92.6
"342239",2017-04-14,"BIAT",92.71
"342248",2017-03-30,"BIAT",92.81
"342436",2017-03-29,"BIAT",93
"342437",2017-03-31,"BIAT",93
"342456",2017-04-26,"BIAT",93.01
"342459",2017-04-20,"BIAT",93.1
"342460",2017-04-27,"BIAT",93.1
"342465",2017-04-28,"BIAT",93.15
"342471",2017-05-10,"BIAT",93.2
"342486",2017-03-14,"BIAT",93.5
"342521",2017-03-16,"BIAT",93.8
"342529",2017-04-03,"BIAT",93.9
"342535",2017-04-17,"BIAT",93.94
"342551",2017-04-04,"BIAT",94
"342552",2017-04-18,"BIAT",94
"342553",2017-04-19,"BIAT",94
"342584",2017-05-02,"BIAT",94.01
"342585",2017-05-03,"BIAT",94.01
"342586",2017-05-16,"BIAT",94.01
"342587",2017-05-17,"BIAT",94.01
"342603",2017-04-05,"BIAT",94.03
"342906",2017-03-28,"BIAT",94.4
"342912",2017-03-23,"BIAT",94.5
"342913",2017-03-24,"BIAT",94.5
"342914",2017-05-04,"BIAT",94.5
"342915",2017-05-19,"BIAT",94.5
"342916",2017-05-22,"BIAT",94.5
"342917",2017-05-24,"BIAT",94.5
"342918",2017-05-25,"BIAT",94.5
"342940",2017-03-22,"BIAT",94.73
"342942",2017-03-17,"BIAT",94.8
"342943",2017-03-21,"BIAT",94.8
"342944",2017-03-27,"BIAT",94.8
"342957",2017-05-15,"BIAT",94.9
"343087",2017-05-05,"BIAT",95
"343088",2017-05-18,"BIAT",95
"343089",2017-05-23,"BIAT",95
"343182",2017-04-10,"BIAT",95.06
"343516",2017-04-13,"BIAT",95.52
"343540",2017-05-09,"BIAT",95.6
"343554",2017-05-08,"BIAT",95.63
"343567",2017-05-11,"BIAT",95.71
"343794",2017-04-06,"BIAT",96
"343797",2017-05-12,"BIAT",96
"343798",2017-05-26,"BIAT",96
"343799",2017-05-29,"BIAT",96
"343800",2017-05-30,"BIAT",96
"343801",2017-05-31,"BIAT",96
"343932",2017-06-01,"BIAT",96.2
"344117",2017-04-11,"BIAT",96.5
"344773",2017-06-12,"BIAT",97.36
"345626",2017-04-12,"BIAT",97.9
"345646",2017-04-07,"BIAT",98
"346558",2017-06-02,"BIAT",98.5
"347218",2017-06-05,"BIAT",98.7
"348056",2017-06-06,"BIAT",99
"352298",2017-06-07,"BIAT",99.99
"397635",2017-06-09,"BIAT",100
"397637",2017-06-13,"BIAT",100
"397638",2017-06-14,"BIAT",100
"398855",2017-06-08,"BIAT",100.6
"398856",2017-06-21,"BIAT",100.6
"398878",2017-06-16,"BIAT",100.8
"398944",2017-06-23,"BIAT",101.51
"399295",2017-06-28,"BIAT",101.99
"399300",2017-06-15,"BIAT",102
"399722",2017-06-20,"BIAT",102.5
"399723",2017-06-22,"BIAT",102.5
"399815",2017-06-19,"BIAT",103
"399816",2017-06-29,"BIAT",103
"399948",2017-06-30,"BIAT",104.1
"400020",2017-08-01,"BIAT",105
"400081",2017-07-03,"BIAT",106
"400082",2017-07-21,"BIAT",106
"400083",2017-07-24,"BIAT",106
"400084",2017-07-31,"BIAT",106
"400085",2017-08-02,"BIAT",106
"400095",2017-07-26,"BIAT",106.02
"400096",2017-07-20,"BIAT",106.05
"400099",2017-07-27,"BIAT",106.1
"400100",2017-07-28,"BIAT",106.1
"400362",2017-08-03,"BIAT",107
"400415",2019-06-11,"BIAT",107.99
"400427",2017-08-04,"BIAT",108
"400464",2017-07-19,"BIAT",108.4
"400465",2017-08-07,"BIAT",108.4
"400486",2019-03-15,"BIAT",108.64
"400519",2019-03-13,"BIAT",109
"400520",2019-06-10,"BIAT",109
"400521",2019-06-14,"BIAT",109
"400522",2019-06-17,"BIAT",109
"400523",2019-06-18,"BIAT",109
"400542",2017-07-04,"BIAT",109
"400543",2017-07-13,"BIAT",109
"400544",2017-07-18,"BIAT",109
"400563",2019-06-13,"BIAT",109.05
"400593",2019-03-18,"BIAT",109.5
"400594",2019-03-19,"BIAT",109.5
"400595",2019-06-03,"BIAT",109.5
"400596",2019-06-07,"BIAT",109.5
"400597",2019-06-27,"BIAT",109.5
"400635",2019-06-20,"BIAT",109.98
"400636",2017-08-10,"BIAT",109.99
"400637",2017-08-15,"BIAT",109.99
"400639",2019-05-29,"BIAT",110
"400640",2019-05-30,"BIAT",110
"400641",2019-05-31,"BIAT",110
"400642",2019-06-12,"BIAT",110
"400643",2019-06-19,"BIAT",110
"400644",2019-06-24,"BIAT",110
"400645",2019-06-26,"BIAT",110
"400646",2019-06-28,"BIAT",110
"400647",2019-07-01,"BIAT",110
"400648",2019-07-02,"BIAT",110
"400649",2019-07-03,"BIAT",110
"400650",2019-07-04,"BIAT",110
"400651",2019-10-30,"BIAT",110
"400658",2017-07-14,"BIAT",110
"400659",2017-07-17,"BIAT",110
"400660",2017-08-08,"BIAT",110
"400661",2017-08-09,"BIAT",110
"400662",2017-08-11,"BIAT",110
"400663",2017-08-14,"BIAT",110
"400664",2017-08-16,"BIAT",110
"400665",2017-08-17,"BIAT",110
"400666",2017-08-18,"BIAT",110
"400683",2019-10-31,"BIAT",110.01
"400684",2019-11-20,"BIAT",110.01
"400685",2017-07-12,"BIAT",110.01
"400686",2017-08-21,"BIAT",110.01
"400692",2019-10-07,"BIAT",110.1
"400693",2019-10-28,"BIAT",110.1
"400704",2019-10-24,"BIAT",110.16
"400708",2019-11-25,"BIAT",110.21
"400710",2019-06-21,"BIAT",110.25
"400711",2019-10-22,"BIAT",110.28
"400717",2019-10-25,"BIAT",110.31
"400718",2019-10-09,"BIAT",110.32
"400719",2019-10-18,"BIAT",110.4
"400720",2019-10-21,"BIAT",110.4
"400732",2017-08-24,"BIAT",110.45
"400735",2019-05-28,"BIAT",110.5
"400736",2019-10-02,"BIAT",110.5
"400737",2019-10-23,"BIAT",110.5
"400738",2019-11-26,"BIAT",110.5
"400764",2019-10-10,"BIAT",110.65
"400765",2019-11-19,"BIAT",110.69
"400766",2019-10-03,"BIAT",110.7
"400767",2019-10-11,"BIAT",110.7
"400769",2019-11-18,"BIAT",110.71
"400771",2019-10-29,"BIAT",110.8
"400773",2019-10-04,"BIAT",110.81
"400774",2019-03-14,"BIAT",110.87
"400775",2019-10-08,"BIAT",110.9
"400777",2019-01-10,"BIAT",110.99
"400778",2019-07-05,"BIAT",110.99
"400780",2019-05-27,"BIAT",111
"400781",2019-06-25,"BIAT",111
"400782",2019-07-09,"BIAT",111
"400783",2019-11-13,"BIAT",111
"400784",2019-11-15,"BIAT",111
"400785",2019-11-21,"BIAT",111
"400786",2019-11-22,"BIAT",111
"400787",2019-11-27,"BIAT",111
"400788",2019-11-28,"BIAT",111
"400789",2019-11-29,"BIAT",111
"400790",2019-12-02,"BIAT",111
"400791",2019-12-03,"BIAT",111
"400792",2017-08-22,"BIAT",111
"400793",2017-08-23,"BIAT",111
"400796",2019-09-24,"BIAT",111.01
"400797",2019-12-04,"BIAT",111.01
"400806",2019-09-25,"BIAT",111.1
